risk,lines,row,column,cell_id,zone,multiplier,is_multiplier_cell,is_center_zone
normal,10,2,5,5_2,empty,0,false,false
normal,10,2,6,6_2,empty,0,false,false
normal,10,2,7,7_2,middle,1.8,true,false
normal,10,2,8,8_2,empty,0,false,false
normal,10,2,9,9_2,empty,0,false,false
normal,10,3,0,0_3,empty,0,false,false
normal,10,3,1,1_3,empty,0,false,false
normal,10,3,2,2_3,empty,0,false,false
normal,10,3,3,3_3,middle,1.8,true,false
normal,10,3,4,4_3,empty,0,false,false
normal,10,3,5,5_3,empty,0,false,false
normal,10,3,6,6_3,middle,1.8,true,false
normal,10,3,7,7_3,empty,0,false,false
normal,10,3,8,8_3,empty,0,false,false
normal,10,3,9,9_3,empty,0,false,false
normal,10,4,0,0_4,empty,0,false,false
normal,10,4,1,1_4,empty,0,false,false
normal,10,4,2,2_4,empty,0,false,false
normal,10,4,3,3_4,empty,0,false,false
normal,10,4,4,4_4,center,5.5,true,true
normal,10,4,5,5_4,center,5.5,true,true
normal,10,4,6,6_4,empty,0,false,false
normal,10,4,7,7_4,empty,0,false,false
normal,10,4,8,8_4,empty,0,false,false
normal,10,4,9,9_4,empty,0,false,false
normal,10,5,0,0_5,empty,0,false,false
normal,10,5,1,1_5,empty,0,false,false
normal,10,5,2,2_5,empty,0,false,false
normal,10,5,3,3_5,empty,0,false,false
normal,10,5,4,4_5,center,5.5,true,true
normal,10,5,5,5_5,center,5.5,true,true
normal,10,5,6,6_5,empty,0,false,false
normal,10,5,7,7_5,empty,0,false,false
normal,10,5,8,8_5,empty,0,false,false
normal,10,5,9,9_5,empty,0,false,false
normal,10,6,0,0_6,empty,0,false,false
normal,10,6,1,1_6,empty,0,false,false
normal,10,6,2,2_6,empty,0,false,false
normal,10,6,3,3_6,middle,1.8,true,false
normal,10,6,4,4_6,empty,0,false,false
normal,10,6,5,5_6,empty,0,false,false
normal,10,6,6,6_6,middle,1.8,true,false
normal,10,6,7,7_6,empty,0,false,false
normal,10,6,8,8_6,empty,0,false,false
normal,10,6,9,9_6,empty,0,false,false
normal,10,7,0,0_7,empty,0,false,false
normal,10,7,1,1_7,empty,0,false,false
normal,10,7,2,2_7,middle,1.8,true,false
normal,10,7,3,3_7,empty,0,false,false
normal,10,7,4,4_7,empty,0,false,false
normal,10,7,5,5_7,empty,0,false,false
normal,10,7,6,6_7,empty,0,false,false
normal,10,7,7,7_7,middle,1.8,true,false
normal,10,7,8,8_7,empty,0,false,false
normal,10,7,9,9_7,empty,0,false,false
normal,10,8,0,0_8,empty,0,false,false
normal,10,8,1,1_8,middle,1.8,true,false
normal,10,8,2,2_8,empty,0,false,false
normal,10,8,3,3_8,empty,0,false,false
normal,10,8,4,4_8,empty,0,false,false
normal,10,8,5,5_8,empty,0,false,false
normal,10,8,6,6_8,empty,0,false,false
normal,10,8,7,7_8,empty,0,false,false
normal,10,8,8,8_8,middle,1.8,true,false
normal,10,8,9,9_8,empty,0,false,false
normal,10,9,0,0_9,outer,0.8,true,false
normal,10,9,1,1_9,empty,0,false,false
normal,10,9,2,2_9,empty,0,false,false
normal,10,9,3,3_9,empty,0,false,false
normal,10,9,4,4_9,empty,0,false,false
normal,10,9,5,5_9,empty,0,false,false
normal,10,9,6,6_9,empty,0,false,false
normal,10,9,7,7_9,empty,0,false,false
normal,10,9,8,8_9,empty,0,false,false
normal,10,9,9,9_9,outer,0.8,true,false
high,5,0,0,0_0,outer,0.45,true,false
high,5,0,1,1_0,empty,0,false,false
high,5,0,2,2_0,empty,0,false,false
high,5,0,3,3_0,empty,0,false,false
high,5,0,4,4_0,outer,0.45,true,false
high,5,1,0,0_1,empty,0,false,false
high,5,1,1,1_1,middle,1.8,true,false
high,5,1,2,2_1,empty,0,false,false
high,5,1,3,3_1,middle,1.8,true,false
high,5,1,4,4_1,empty,0,false,false
high,5,2,0,0_2,empty,0,false,false
high,5,2,1,1_2,empty,0,false,false
high,5,2,2,2_2,center,10,true,true
high,5,2,3,3_2,empty,0,false,false
high,5,2,4,4_2,empty,0,false,false
high,5,3,0,0_3,empty,0,false,false
high,5,3,1,1_3,middle,1.8,true,false
high,5,3,2,2_3,empty,0,false,false
high,5,3,3,3_3,middle,1.8,true,false
high,5,3,4,4_3,empty,0,false,false
high,5,4,0,0_4,outer,0.45,true,false
high,5,4,1,1_4,empty,0,false,false
high,5,4,2,2_4,empty,0,false,false
high,5,4,3,3_4,empty,0,false,false
high,5,4,4,4_4,outer,0.45,true,false
high,6,0,0,0_0,outer,0.45,true,false
high,6,0,1,1_0,empty,0,false,false
high,6,0,2,2_0,empty,0,false,false
high,6,0,3,3_0,empty,0,false,false
high,6,0,4,4_0,empty,0,false,false
high,6,0,5,5_0,outer,0.45,true,false
high,6,1,0,0_1,empty,0,false,false
high,6,1,1,1_1,middle,1.8,true,false
high,6,1,2,2_1,empty,0,false,false
high,6,1,3,3_1,empty,0,false,false
high,6,1,4,4_1,middle,1.8,true,false
high,6,1,5,5_1,empty,0,false,false
high,6,2,0,0_2,empty,0,false,false
high,6,2,1,1_2,empty,0,false,false
high,6,2,2,2_2,center,10,true,true
high,6,2,3,3_2,center,10,true,true
high,6,2,4,4_2,empty,0,false,false
high,6,2,5,5_2,empty,0,false,false
high,6,3,0,0_3,empty,0,false,false
high,6,3,1,1_3,empty,0,false,false
high,6,3,2,2_3,center,10,true,true
high,6,3,3,3_3,center,10,true,true
high,6,3,4,4_3,empty,0,false,false
high,6,3,5,5_3,empty,0,false,false
high,6,4,0,0_4,empty,0,false,false
high,6,4,1,1_4,middle,1.8,true,false
high,6,4,2,2_4,empty,0,false,false
high,6,4,3,3_4,empty,0,false,false
high,6,4,4,4_4,middle,1.8,true,false
high,6,4,5,5_4,empty,0,false,false
high,6,5,0,0_5,outer,0.45,true,false
high,6,5,1,1_5,empty,0,false,false
high,6,5,2,2_5,empty,0,false,false
high,6,5,3,3_5,empty,0,false,false
high,6,5,4,4_5,empty,0,false,false
high,6,5,5,5_5,outer,0.45,true,false
high,7,0,0,0_0,outer,0.45,true,false
high,7,0,1,1_0,empty,0,false,false
high,7,0,2,2_0,empty,0,false,false
high,7,0,3,3_0,empty,0,false,false
high,7,0,4,4_0,empty,0,false,false
high,7,0,5,5_0,empty,0,false,false
high,7,0,6,6_0,outer,0.45,true,false
high,7,1,0,0_1,empty,0,false,false
high,7,1,1,1_1,middle,1.8,true,false
high,7,1,2,2_1,empty,0,false,false
high,7,1,3,3_1,empty,0,false,false
high,7,1,4,4_1,empty,0,false,false
high,7,1,5,5_1,middle,1.8,true,false
high,7,1,6,6_1,empty,0,false,false
high,7,2,0,0_2,empty,0,false,false
high,7,2,1,1_2,empty,0,false,false
high,7,2,2,2_2,middle,1.8,true,false
high,7,2,3,3_2,empty,0,false,false
high,7,2,4,4_2,middle,1.8,true,false
high,7,2,5,5_2,empty,0,false,false
high,7,2,6,6_2,empty,0,false,false
high,7,3,0,0_3,empty,0,false,false
high,7,3,1,1_3,empty,0,false,false
high,7,3,2,2_3,empty,0,false,false
high,7,3,3,3_3,center,10,true,true
high,7,3,4,4_3,empty,0,false,false
high,7,3,5,5_3,empty,0,false,false
high,7,3,6,6_3,empty,0,false,false
high,7,4,0,0_4,empty,0,false,false
high,7,4,1,1_4,empty,0,false,false
high,7,4,2,2_4,middle,1.8,true,false
high,7,4,3,3_4,empty,0,false,false
high,7,4,4,4_4,middle,1.8,true,false
high,7,4,5,5_4,empty,0,false,false
high,7,4,6,6_4,empty,0,false,false
high,7,5,0,0_5,empty,0,false,false
high,7,5,1,1_5,middle,1.8,true,false
high,7,5,2,2_5,empty,0,false,false
high,7,5,3,3_5,empty,0,false,false
high,7,5,4,4_5,empty,0,false,false
high,7,5,5,5_5,middle,1.8,true,false
high,7,5,6,6_5,empty,0,false,false
high,7,6,0,0_6,outer,0.45,true,false
high,7,6,1,1_6,empty,0,false,false
high,7,6,2,2_6,empty,0,false,false
high,7,6,3,3_6,empty,0,false,false
high,7,6,4,4_6,empty,0,false,false
high,7,6,5,5_6,empty,0,false,false
high,7,6,6,6_6,outer,0.45,true,false
high,8,0,0,0_0,outer,0.45,true,false
high,8,0,1,1_0,empty,0,false,false
high,8,0,2,2_0,empty,0,false,false
high,8,0,3,3_0,empty,0,false,false
high,8,0,4,4_0,empty,0,false,false
high,8,0,5,5_0,empty,0,false,false
high,8,0,6,6_0,empty,0,false,false
high,8,0,7,7_0,outer,0.45,true,false
high,8,1,0,0_1,empty,0,false,false
high,8,1,1,1_1,middle,1.8,true,false
high,8,1,2,2_1,empty,0,false,false
high,8,1,3,3_1,empty,0,false,false
high,8,1,4,4_1,empty,0,false,false
high,8,1,5,5_1,empty,0,false,false
high,8,1,6,6_1,middle,1.8,true,false
high,8,1,7,7_1,empty,0,false,false
high,8,2,0,0_2,empty,0,false,false
high,8,2,1,1_2,empty,0,false,false
high,8,2,2,2_2,middle,1.8,true,false
high,8,2,3,3_2,empty,0,false,false
high,8,2,4,4_2,empty,0,false,false
high,8,2,5,5_2,middle,1.8,true,false
high,8,2,6,6_2,empty,0,false,false
high,8,2,7,7_2,empty,0,false,false
high,8,3,0,0_3,empty,0,false,false
high,8,3,1,1_3,empty,0,false,false
high,8,3,2,2_3,empty,0,false,false
high,8,3,3,3_3,center,10,true,true
high,8,3,4,4_3,center,10,true,true
high,8,3,5,5_3,empty,0,false,false
high,8,3,6,6_3,empty,0,false,false
high,8,3,7,7_3,empty,0,false,false
high,8,4,0,0_4,empty,0,false,false
high,8,4,1,1_4,empty,0,false,false
high,8,4,2,2_4,empty,0,false,false
high,8,4,3,3_4,center,10,true,true
high,8,4,4,4_4,center,10,true,true
high,8,4,5,5_4,empty,0,false,false
high,8,4,6,6_4,empty,0,false,false
high,8,4,7,7_4,empty,0,false,false
high,8,5,0,0_5,empty,0,false,false
high,8,5,1,1_5,empty,0,false,false
high,8,5,2,2_5,middle,1.8,true,false
high,8,5,3,3_5,empty,0,false,false
high,8,5,4,4_5,empty,0,false,false
high,8,5,5,5_5,middle,1.8,true,false
high,8,5,6,6_5,empty,0,false,false
high,8,5,7,7_5,empty,0,false,false
high,8,6,0,0_6,empty,0,false,false
high,8,6,1,1_6,middle,1.8,true,false
high,8,6,2,2_6,empty,0,false,false
high,8,6,3,3_6,empty,0,false,false
high,8,6,4,4_6,empty,0,false,false
high,8,6,5,5_6,empty,0,false,false
high,8,6,6,6_6,middle,1.8,true,false
high,8,6,7,7_6,empty,0,false,false
high,8,7,0,0_7,outer,0.45,true,false
high,8,7,1,1_7,empty,0,false,false
high,8,7,2,2_7,empty,0,false,false
high,8,7,3,3_7,empty,0,false,false
high,8,7,4,4_7,empty,0,false,false
high,8,7,5,5_7,empty,0,false,false
high,8,7,6,6_7,empty,0,false,false
high,8,7,7,7_7,outer,0.45,true,false
high,9,0,0,0_0,outer,0.45,true,false
high,9,0,1,1_0,empty,0,false,false
high,9,0,2,2_0,empty,0,false,false
high,9,0,3,3_0,empty,0,false,false
high,9,0,4,4_0,empty,0,false,false
high,9,0,5,5_0,empty,0,false,false
high,9,0,6,6_0,empty,0,false,false
high,9,0,7,7_0,empty,0,false,false
high,9,0,8,8_0,outer,0.45,true,false
high,9,1,0,0_1,empty,0,false,false
high,9,1,1,1_1,middle,1.8,true,false
high,9,1,2,2_1,empty,0,false,false
high,9,1,3,3_1,empty,0,false,false
high,9,1,4,4_1,empty,0,false,false
high,9,1,5,5_1,empty,0,false,false
high,9,1,6,6_1,empty,0,false,false
high,9,1,7,7_1,middle,1.8,true,false
high,9,1,8,8_1,empty,0,false,false
high,9,2,0,0_2,empty,0,false,false
high,9,2,1,1_2,empty,0,false,false
high,9,2,2,2_2,middle,1.8,true,false
high,9,2,3,3_2,empty,0,false,false
high,9,2,4,4_2,empty,0,false,false
high,9,2,5,5_2,empty,0,false,false
high,9,2,6,6_2,middle,1.8,true,false
high,9,2,7,7_2,empty,0,false,false
high,9,2,8,8_2,empty,0,false,false
high,9,3,0,0_3,empty,0,false,false
high,9,3,1,1_3,empty,0,false,false
high,9,3,2,2_3,empty,0,false,false
high,9,3,3,3_3,middle,1.8,true,false
high,9,3,4,4_3,empty,0,false,false
high,9,3,5,5_3,middle,1.8,true,false
high,9,3,6,6_3,empty,0,false,false
high,9,3,7,7_3,empty,0,false,false
high,9,3,8,8_3,empty,0,false,false
high,9,4,0,0_4,empty,0,false,false
high,9,4,1,1_4,empty,0,false,false
high,9,4,2,2_4,empty,0,false,false
high,9,4,3,3_4,empty,0,false,false
high,9,4,4,4_4,center,10,true,true
high,9,4,5,5_4,empty,0,false,false
high,9,4,6,6_4,empty,0,false,false
high,9,4,7,7_4,empty,0,false,false
high,9,4,8,8_4,empty,0,false,false
high,9,5,0,0_5,empty,0,false,false
high,9,5,1,1_5,empty,0,false,false
high,9,5,2,2_5,empty,0,false,false
high,9,5,3,3_5,middle,1.8,true,false
high,9,5,4,4_5,empty,0,false,false
high,9,5,5,5_5,middle,1.8,true,false
high,9,5,6,6_5,empty,0,false,false
high,9,5,7,7_5,empty,0,false,false
high,9,5,8,8_5,empty,0,false,false
high,9,6,0,0_6,empty,0,false,false
high,9,6,1,1_6,empty,0,false,false
high,9,6,2,2_6,middle,1.8,true,false
high,9,6,3,3_6,empty,0,false,false
high,9,6,4,4_6,empty,0,false,false
high,9,6,5,5_6,empty,0,false,false
high,9,6,6,6_6,middle,1.8,true,false
high,9,6,7,7_6,empty,0,false,false
high,9,6,8,8_6,empty,0,false,false
high,9,7,0,0_7,empty,0,false,false
high,9,7,1,1_7,middle,1.8,true,false
high,9,7,2,2_7,empty,0,false,false
high,9,7,3,3_7,empty,0,false,false
high,9,7,4,4_7,empty,0,false,false
high,9,7,5,5_7,empty,0,false,false
high,9,7,6,6_7,empty,0,false,false
high,9,7,7,7_7,middle,1.8,true,false
high,9,7,8,8_7,empty,0,false,false
high,9,8,0,0_8,outer,0.45,true,false
high,9,8,1,1_8,empty,0,false,false
high,9,8,2,2_8,empty,0,false,false
high,9,8,3,3_8,empty,0,false,false
high,9,8,4,4_8,empty,0,false,false
high,9,8,5,5_8,empty,0,false,false
high,9,8,6,6_8,empty,0,false,false
high,9,8,7,7_8,empty,0,false,false
high,9,8,8,8_8,outer,0.45,true,false
high,10,0,0,0_0,outer,0.45,true,false
high,10,0,1,1_0,empty,0,false,false
high,10,0,2,2_0,empty,0,false,false
high,10,0,3,3_0,empty,0,false,false
high,10,0,4,4_0,empty,0,false,false
high,10,0,5,5_0,empty,0,false,false
high,10,0,6,6_0,empty,0,false,false
high,10,0,7,7_0,empty,0,false,false
high,10,0,8,8_0,empty,0,false,false
high,10,0,9,9_0,outer,0.45,true,false
high,10,1,0,0_1,empty,0,false,false
high,10,1,1,1_1,middle,1.8,true,false
high,10,1,2,2_1,empty,0,false,false
high,10,1,3,3_1,empty,0,false,false
high,10,1,4,4_1,empty,0,false,false
high,10,1,5,5_1,empty,0,false,false
high,10,1,6,6_1,empty,0,false,false
high,10,1,7,7_1,empty,0,false,false
high,10,1,8,8_1,middle,1.8,true,false
high,10,1,9,9_1,empty,0,false,false
high,10,2,0,0_2,empty,0,false,false
high,10,2,1,1_2,empty,0,false,false
high,10,2,2,2_2,middle,1.8,true,false
high,10,2,3,3_2,empty,0,false,false
high,10,2,4,4_2,empty,0,false,false
high,10,2,5,5_2,empty,0,false,false
high,10,2,6,6_2,empty,0,false,false
high,10,2,7,7_2,middle,1.8,true,false
high,10,2,8,8_2,empty,0,false,false
high,10,2,9,9_2,empty,0,false,false
high,10,3,0,0_3,empty,0,false,false
high,10,3,1,1_3,empty,0,false,false
high,10,3,2,2_3,empty,0,false,false
high,10,3,3,3_3,middle,1.8,true,false
high,10,3,4,4_3,empty,0,false,false
high,10,3,5,5_3,empty,0,false,false
high,10,3,6,6_3,middle,1.8,true,false
high,10,3,7,7_3,empty,0,false,false
high,10,3,8,8_3,empty,0,false,false
high,10,3,9,9_3,empty,0,false,false
high,10,4,0,0_4,empty,0,false,false
high,10,4,1,1_4,empty,0,false,false
high,10,4,2,2_4,empty,0,false,false
high,10,4,3,3_4,empty,0,false,false
high,10,4,4,4_4,center,10,true,true
high,10,4,5,5_4,center,10,true,true
high,10,4,6,6_4,empty,0,false,false
high,10,4,7,7_4,empty,0,false,false
high,10,4,8,8_4,empty,0,false,false
high,10,4,9,9_4,empty,0,false,false
high,10,5,0,0_5,empty,0,false,false
high,10,5,1,1_5,empty,0,false,false
high,10,5,2,2_5,empty,0,false,false
high,10,5,3,3_5,empty,0,false,false
high,10,5,4,4_5,center,10,true,true
high,10,5,5,5_5,center,10,true,true
high,10,5,6,6_5,empty,0,false,false
high,10,5,7,7_5,empty,0,false,false
high,10,5,8,8_5,empty,0,false,false
high,10,5,9,9_5,empty,0,false,false
high,10,6,0,0_6,empty,0,false,false
high,10,6,1,1_6,empty,0,false,false
high,10,6,2,2_6,empty,0,false,false
high,10,6,3,3_6,middle,1.8,true,false
high,10,6,4,4_6,empty,0,false,false
high,10,6,5,5_6,empty,0,false,false
high,10,6,6,6_6,middle,1.8,true,false
high,10,6,7,7_6,empty,0,false,false
high,10,6,8,8_6,empty,0,false,false
high,10,6,9,9_6,empty,0,false,false
high,10,7,0,0_7,empty,0,false,false
high,10,7,1,1_7,empty,0,false,false
high,10,7,2,2_7,middle,1.8,true,false
high,10,7,3,3_7,empty,0,false,false
high,10,7,4,4_7,empty,0,false,false
high,10,7,5,5_7,empty,0,false,false
high,10,7,6,6_7,empty,0,false,false
high,10,7,7,7_7,middle,1.8,true,false
high,10,7,8,8_7,empty,0,false,false
high,10,7,9,9_7,empty,0,false,false
high,10,8,0,0_8,empty,0,false,false
high,10,8,1,1_8,middle,1.8,true,false
high,10,8,2,2_8,empty,0,false,false
high,10,8,3,3_8,empty,0,false,false
high,10,8,4,4_8,empty,0,false,false
high,10,8,5,5_8,empty,0,false,false
high,10,8,6,6_8,empty,0,false,false
high,10,8,7,7_8,empty,0,false,false
high,10,8,8,8_8,middle,1.8,true,false
high,10,8,9,9_8,empty,0,false,false
high,10,9,0,0_9,outer,0.45,true,false
high,10,9,1,1_9,empty,0,false,false
high,10,9,2,2_9,empty,0,false,false
high,10,9,3,3_9,empty,0,false,false
high,10,9,4,4_9,empty,0,false,false
high,10,9,5,5_9,empty,0,false,false
high,10,9,6,6_9,empty,0,false,false
high,10,9,7,7_9,empty,0,false,false
high,10,9,8,8_9,empty,0,false,false
high,10,9,9,9_9,outer,0.45,true,false
